DATE ADDED TO CATALOG	PUBMEDID	FIRST AUTHOR	DATE	JOURNAL	LINK	STUDY	DISEASE/TRAIT	INITIAL SAMPLE SIZE	REPLICATION SAMPLE SIZE	REGION	CHR_ID	CHR_POS	REPORTED GENE(S)	MAPPED_GENE	UPSTREAM_GENE_ID	DOWNSTREAM_GENE_ID	SNP_GENE_IDS	UPSTREAM_GENE_DISTANCE	DOWNSTREAM_GENE_DISTANCE	STRONGEST SNP-RISK ALLELE	SNPS	MERGED	SNP_ID_CURRENT	CONTEXT	INTERGENIC	RISK ALLELE FREQUENCY	P-VALUE	PVALUE_MLOG	P-VALUE (TEXT)	OR or BETA	95% CI (TEXT)	PLATFORM [SNPS PASSING QC]	CNV	MAPPED_TRAIT	MAPPED_TRAIT_URI	STUDY ACCESSION	GENOTYPING TECHNOLOGY
2017-09-21	28736931	Rotroff DM	2017-07-24	Clin Pharmacol Ther	www.ncbi.nlm.nih.gov/pubmed/28736931	Genetic Variants in HSD17B3, SMAD3, and IPO11 Impact Circulating Lipids in Response to Fenofibrate in Individuals With Type 2 Diabetes.	Triglyceride change in response to fenofibrate in statin-treated type 2 diabetes	781 European ancestry individuals, 138 African American ancestry individuals, 345 unknown ancestry individuals		2p16.2	2	53557787	intergenic	LOC105369165 - RNU6-997P	105369165	106480007		596296	12587	rs73934724-?	rs73934724	0	73934724	intron_variant	1	NR	4E-7	6.3979400086720375	(AA)	0.174	unit increase	Affymetrix, Illumina [8129838] (imputed)	N	triglyceride change measurement, response to simvastatin, type II diabetes mellitus, response to fenofibrate	http://www.ebi.ac.uk/efo/EFO_0007681, http://purl.obolibrary.org/obo/GO_1903491, http://www.ebi.ac.uk/efo/EFO_0001360, http://purl.obolibrary.org/obo/GO_1901557	GCST004766	Genome-wide genotyping array
2017-09-21	28736931	Rotroff DM	2017-07-24	Clin Pharmacol Ther	www.ncbi.nlm.nih.gov/pubmed/28736931	Genetic Variants in HSD17B3, SMAD3, and IPO11 Impact Circulating Lipids in Response to Fenofibrate in Individuals With Type 2 Diabetes.	Triglyceride change in response to fenofibrate in statin-treated type 2 diabetes	781 European ancestry individuals, 138 African American ancestry individuals, 345 unknown ancestry individuals		3q24	3	146921799	LOC101927866	PLSCR5 - LOC101927866	389158	101927866		315583	124	rs200803778-?	rs200803778	0	200803778	intron_variant	1	NR	7E-7	6.154901959985743	(AA)	0.152	unit increase	Affymetrix, Illumina [8129838] (imputed)	N	triglyceride change measurement, response to simvastatin, type II diabetes mellitus, response to fenofibrate	http://www.ebi.ac.uk/efo/EFO_0007681, http://purl.obolibrary.org/obo/GO_1903491, http://www.ebi.ac.uk/efo/EFO_0001360, http://purl.obolibrary.org/obo/GO_1901557	GCST004766	Genome-wide genotyping array
2017-09-21	28736931	Rotroff DM	2017-07-24	Clin Pharmacol Ther	www.ncbi.nlm.nih.gov/pubmed/28736931	Genetic Variants in HSD17B3, SMAD3, and IPO11 Impact Circulating Lipids in Response to Fenofibrate in Individuals With Type 2 Diabetes.	Triglyceride change in response to fenofibrate in statin-treated type 2 diabetes	781 European ancestry individuals, 138 African American ancestry individuals, 345 unknown ancestry individuals		4p16.1	4	9112775	intergenic	ENPP7P10, LOC105369250			100421805, 105369250			rs138945390-?	rs138945390	0	138945390	intron_variant	0	NR	2E-7	6.698970004336019	(AA)	0.167	unit increase	Affymetrix, Illumina [8129838] (imputed)	N	triglyceride change measurement, response to simvastatin, type II diabetes mellitus, response to fenofibrate	http://www.ebi.ac.uk/efo/EFO_0007681, http://purl.obolibrary.org/obo/GO_1903491, http://www.ebi.ac.uk/efo/EFO_0001360, http://purl.obolibrary.org/obo/GO_1901557	GCST004766	Genome-wide genotyping array
2017-09-21	28736931	Rotroff DM	2017-07-24	Clin Pharmacol Ther	www.ncbi.nlm.nih.gov/pubmed/28736931	Genetic Variants in HSD17B3, SMAD3, and IPO11 Impact Circulating Lipids in Response to Fenofibrate in Individuals With Type 2 Diabetes.	Triglyceride change in response to fenofibrate in statin-treated type 2 diabetes	781 European ancestry individuals, 138 African American ancestry individuals, 345 unknown ancestry individuals		5q31.3	5	143951835	intergenic	HMHB1 - RN7SL87P	57824	106479255		131116	189046	rs116116673-?	rs116116673	0	116116673	intergenic_variant	1	NR	3E-7	6.522878745280337	(AA)	0.147	unit increase	Affymetrix, Illumina [8129838] (imputed)	N	triglyceride change measurement, response to simvastatin, type II diabetes mellitus, response to fenofibrate	http://www.ebi.ac.uk/efo/EFO_0007681, http://purl.obolibrary.org/obo/GO_1903491, http://www.ebi.ac.uk/efo/EFO_0001360, http://purl.obolibrary.org/obo/GO_1901557	GCST004766	Genome-wide genotyping array
2017-09-21	28736931	Rotroff DM	2017-07-24	Clin Pharmacol Ther	www.ncbi.nlm.nih.gov/pubmed/28736931	Genetic Variants in HSD17B3, SMAD3, and IPO11 Impact Circulating Lipids in Response to Fenofibrate in Individuals With Type 2 Diabetes.	Triglyceride change in response to fenofibrate in statin-treated type 2 diabetes	781 European ancestry individuals, 138 African American ancestry individuals, 345 unknown ancestry individuals		6q23.2	6	134370090	intergenic	LOC105378009 - CHCHD2P4	105378009	100874507		17640	23052	rs114176593-?	rs114176593	0	114176593	intergenic_variant	1	NR	5E-8	7.301029995663981	(AA)	0.153	unit increase	Affymetrix, Illumina [8129838] (imputed)	N	triglyceride change measurement, response to simvastatin, type II diabetes mellitus, response to fenofibrate	http://www.ebi.ac.uk/efo/EFO_0007681, http://purl.obolibrary.org/obo/GO_1903491, http://www.ebi.ac.uk/efo/EFO_0001360, http://purl.obolibrary.org/obo/GO_1901557	GCST004766	Genome-wide genotyping array
2017-09-21	28736931	Rotroff DM	2017-07-24	Clin Pharmacol Ther	www.ncbi.nlm.nih.gov/pubmed/28736931	Genetic Variants in HSD17B3, SMAD3, and IPO11 Impact Circulating Lipids in Response to Fenofibrate in Individuals With Type 2 Diabetes.	Triglyceride change in response to fenofibrate in statin-treated type 2 diabetes	781 European ancestry individuals, 138 African American ancestry individuals, 345 unknown ancestry individuals		12q21.31	12	84532353	intergenic	LOC105369875 - SLC6A15	105369875	55117		23447	327135	rs201486960-?	rs201486960	0	201486960	intergenic_variant	1	NR	2E-7	6.698970004336019	(AA)	0.124	unit increase	Affymetrix, Illumina [8129838] (imputed)	N	triglyceride change measurement, response to simvastatin, type II diabetes mellitus, response to fenofibrate	http://www.ebi.ac.uk/efo/EFO_0007681, http://purl.obolibrary.org/obo/GO_1903491, http://www.ebi.ac.uk/efo/EFO_0001360, http://purl.obolibrary.org/obo/GO_1901557	GCST004766	Genome-wide genotyping array
2017-09-21	28736931	Rotroff DM	2017-07-24	Clin Pharmacol Ther	www.ncbi.nlm.nih.gov/pubmed/28736931	Genetic Variants in HSD17B3, SMAD3, and IPO11 Impact Circulating Lipids in Response to Fenofibrate in Individuals With Type 2 Diabetes.	Triglyceride change in response to fenofibrate in statin-treated type 2 diabetes	781 European ancestry individuals, 138 African American ancestry individuals, 345 unknown ancestry individuals		12q24.22	12	116481563	intergenic	MIR4472-2 - LOC105370007	100616309	105370007		53245	2864	rs116517707-?	rs116517707	0	116517707	intergenic_variant	1	NR	1E-7	7.0	(AA)	0.147	unit increase	Affymetrix, Illumina [8129838] (imputed)	N	triglyceride change measurement, response to simvastatin, type II diabetes mellitus, response to fenofibrate	http://www.ebi.ac.uk/efo/EFO_0007681, http://purl.obolibrary.org/obo/GO_1903491, http://www.ebi.ac.uk/efo/EFO_0001360, http://purl.obolibrary.org/obo/GO_1901557	GCST004766	Genome-wide genotyping array
2017-09-21	28736931	Rotroff DM	2017-07-24	Clin Pharmacol Ther	www.ncbi.nlm.nih.gov/pubmed/28736931	Genetic Variants in HSD17B3, SMAD3, and IPO11 Impact Circulating Lipids in Response to Fenofibrate in Individuals With Type 2 Diabetes.	Triglyceride change in response to fenofibrate in statin-treated type 2 diabetes	781 European ancestry individuals, 138 African American ancestry individuals, 345 unknown ancestry individuals		13q13.3	13	36601856	intergenic	HIST1H2APS6 - LOC102723490	100509927	102723490		111415	62807	rs11619726-?	rs11619726	0	11619726	intergenic_variant	1	NR	6E-8	7.221848749616356	(AA)	0.173	unit increase	Affymetrix, Illumina [8129838] (imputed)	N	triglyceride change measurement, response to simvastatin, type II diabetes mellitus, response to fenofibrate	http://www.ebi.ac.uk/efo/EFO_0007681, http://purl.obolibrary.org/obo/GO_1903491, http://www.ebi.ac.uk/efo/EFO_0001360, http://purl.obolibrary.org/obo/GO_1901557	GCST004766	Genome-wide genotyping array
2017-09-21	28736931	Rotroff DM	2017-07-24	Clin Pharmacol Ther	www.ncbi.nlm.nih.gov/pubmed/28736931	Genetic Variants in HSD17B3, SMAD3, and IPO11 Impact Circulating Lipids in Response to Fenofibrate in Individuals With Type 2 Diabetes.	Triglyceride change in response to fenofibrate in statin-treated type 2 diabetes	781 European ancestry individuals, 138 African American ancestry individuals, 345 unknown ancestry individuals		13q31.1	13	84421272	LINC00333	LINC00333, LOC105370289			100874128, 105370289			rs61960346-?	rs61960346	0	61960346	intergenic_variant	0	NR	5E-8	7.301029995663981	(AA)	0.162	unit increase	Affymetrix, Illumina [8129838] (imputed)	N	triglyceride change measurement, response to simvastatin, type II diabetes mellitus, response to fenofibrate	http://www.ebi.ac.uk/efo/EFO_0007681, http://purl.obolibrary.org/obo/GO_1903491, http://www.ebi.ac.uk/efo/EFO_0001360, http://purl.obolibrary.org/obo/GO_1901557	GCST004766	Genome-wide genotyping array
2017-09-21	28736931	Rotroff DM	2017-07-24	Clin Pharmacol Ther	www.ncbi.nlm.nih.gov/pubmed/28736931	Genetic Variants in HSD17B3, SMAD3, and IPO11 Impact Circulating Lipids in Response to Fenofibrate in Individuals With Type 2 Diabetes.	Triglyceride change in response to fenofibrate in statin-treated type 2 diabetes	781 European ancestry individuals, 138 African American ancestry individuals, 345 unknown ancestry individuals		16q24.2	16	87822832	intergenic	LOC102724467 - SLC7A5	102724467	8140		43684	7190	rs76069656-?	rs76069656	0	76069656	regulatory_region_variant	1	NR	5E-7	6.301029995663981	(AA)	0.103	unit increase	Affymetrix, Illumina [8129838] (imputed)	N	triglyceride change measurement, response to simvastatin, type II diabetes mellitus, response to fenofibrate	http://www.ebi.ac.uk/efo/EFO_0007681, http://purl.obolibrary.org/obo/GO_1903491, http://www.ebi.ac.uk/efo/EFO_0001360, http://purl.obolibrary.org/obo/GO_1901557	GCST004766	Genome-wide genotyping array
2017-09-21	28736931	Rotroff DM	2017-07-24	Clin Pharmacol Ther	www.ncbi.nlm.nih.gov/pubmed/28736931	Genetic Variants in HSD17B3, SMAD3, and IPO11 Impact Circulating Lipids in Response to Fenofibrate in Individuals With Type 2 Diabetes.	Triglyceride change in response to fenofibrate in statin-treated type 2 diabetes	781 European ancestry individuals, 138 African American ancestry individuals, 345 unknown ancestry individuals		21q21.1	21	15497529	intergenic	CYCSP42 - LOC105369302	343727	105369302		6747	25345	rs2823310-?	rs2823310	0	2823310	intron_variant	1	NR	7E-8	7.154901959985743	(AA)	0.109	unit increase	Affymetrix, Illumina [8129838] (imputed)	N	triglyceride change measurement, response to simvastatin, type II diabetes mellitus, response to fenofibrate	http://www.ebi.ac.uk/efo/EFO_0007681, http://purl.obolibrary.org/obo/GO_1903491, http://www.ebi.ac.uk/efo/EFO_0001360, http://purl.obolibrary.org/obo/GO_1901557	GCST004766	Genome-wide genotyping array
2017-09-21	28736931	Rotroff DM	2017-07-24	Clin Pharmacol Ther	www.ncbi.nlm.nih.gov/pubmed/28736931	Genetic Variants in HSD17B3, SMAD3, and IPO11 Impact Circulating Lipids in Response to Fenofibrate in Individuals With Type 2 Diabetes.	Triglyceride change in response to fenofibrate in statin-treated type 2 diabetes	781 European ancestry individuals, 138 African American ancestry individuals, 345 unknown ancestry individuals		17q12	17	34342002	intergenic	CCL8 - CCL13	6355	6357		20600	14450	rs62056376-?	rs62056376	0	62056376	intergenic_variant	1	NR	5E-7	6.301029995663981	(AA)	0.244	unit increase	Affymetrix, Illumina [8129838] (imputed)	N	triglyceride change measurement, response to simvastatin, type II diabetes mellitus, response to fenofibrate	http://www.ebi.ac.uk/efo/EFO_0007681, http://purl.obolibrary.org/obo/GO_1903491, http://www.ebi.ac.uk/efo/EFO_0001360, http://purl.obolibrary.org/obo/GO_1901557	GCST004766	Genome-wide genotyping array
2017-09-21	28736931	Rotroff DM	2017-07-24	Clin Pharmacol Ther	www.ncbi.nlm.nih.gov/pubmed/28736931	Genetic Variants in HSD17B3, SMAD3, and IPO11 Impact Circulating Lipids in Response to Fenofibrate in Individuals With Type 2 Diabetes.	Total cholesterol change in response to fenofibrate in statin-treated type 2 diabetes	781 European ancestry individuals, 138 African American ancestry individuals, 345 unknown ancestry individuals		1p31.1	1	76128101	ST6GALNAC3	ST6GALNAC3			256435			rs2631781-?	rs2631781	0	2631781	intron_variant	0	NR	1E-6	6.0	(AA)	0.051	unit increase	Affymetrix, Illumina [8129838] (imputed)	N	response to simvastatin, type II diabetes mellitus, total cholesterol change measurement, response to fenofibrate	http://purl.obolibrary.org/obo/GO_1903491, http://www.ebi.ac.uk/efo/EFO_0001360, http://www.ebi.ac.uk/efo/EFO_0007806, http://purl.obolibrary.org/obo/GO_1901557	GCST004765	Genome-wide genotyping array
2017-09-21	28736931	Rotroff DM	2017-07-24	Clin Pharmacol Ther	www.ncbi.nlm.nih.gov/pubmed/28736931	Genetic Variants in HSD17B3, SMAD3, and IPO11 Impact Circulating Lipids in Response to Fenofibrate in Individuals With Type 2 Diabetes.	Total cholesterol change in response to fenofibrate in statin-treated type 2 diabetes	781 European ancestry individuals, 138 African American ancestry individuals, 345 unknown ancestry individuals		1q43	1	236495210	intergenic	ENO1P1 - LGALS8	2025	3964		10305	23004	rs181126208-?	rs181126208	0	181126208	intron_variant	1	NR	7E-8	7.154901959985743	(AA)	0.066	unit increase	Affymetrix, Illumina [8129838] (imputed)	N	response to simvastatin, type II diabetes mellitus, total cholesterol change measurement, response to fenofibrate	http://purl.obolibrary.org/obo/GO_1903491, http://www.ebi.ac.uk/efo/EFO_0001360, http://www.ebi.ac.uk/efo/EFO_0007806, http://purl.obolibrary.org/obo/GO_1901557	GCST004765	Genome-wide genotyping array
2017-09-21	28736931	Rotroff DM	2017-07-24	Clin Pharmacol Ther	www.ncbi.nlm.nih.gov/pubmed/28736931	Genetic Variants in HSD17B3, SMAD3, and IPO11 Impact Circulating Lipids in Response to Fenofibrate in Individuals With Type 2 Diabetes.	Total cholesterol change in response to fenofibrate in statin-treated type 2 diabetes	781 European ancestry individuals, 138 African American ancestry individuals, 345 unknown ancestry individuals		2q21.3	2	135861240	MCM6	MCM6			4175			rs4988198-?	rs4988198	0	4988198	intron_variant	0	NR	9E-7	6.045757490560675	(AA)	0.058	unit increase	Affymetrix, Illumina [8129838] (imputed)	N	response to simvastatin, type II diabetes mellitus, total cholesterol change measurement, response to fenofibrate	http://purl.obolibrary.org/obo/GO_1903491, http://www.ebi.ac.uk/efo/EFO_0001360, http://www.ebi.ac.uk/efo/EFO_0007806, http://purl.obolibrary.org/obo/GO_1901557	GCST004765	Genome-wide genotyping array
2017-09-21	28736931	Rotroff DM	2017-07-24	Clin Pharmacol Ther	www.ncbi.nlm.nih.gov/pubmed/28736931	Genetic Variants in HSD17B3, SMAD3, and IPO11 Impact Circulating Lipids in Response to Fenofibrate in Individuals With Type 2 Diabetes.	Total cholesterol change in response to fenofibrate in statin-treated type 2 diabetes	781 European ancestry individuals, 138 African American ancestry individuals, 345 unknown ancestry individuals		2p16.3	2	50971652	NRXN1	NRXN1			9378			rs141864436-?	rs141864436	0	141864436	intron_variant	0	NR	1E-7	7.0	(AA)	0.062	unit increase	Affymetrix, Illumina [8129838] (imputed)	N	response to simvastatin, type II diabetes mellitus, total cholesterol change measurement, response to fenofibrate	http://purl.obolibrary.org/obo/GO_1903491, http://www.ebi.ac.uk/efo/EFO_0001360, http://www.ebi.ac.uk/efo/EFO_0007806, http://purl.obolibrary.org/obo/GO_1901557	GCST004765	Genome-wide genotyping array
2017-09-21	28736931	Rotroff DM	2017-07-24	Clin Pharmacol Ther	www.ncbi.nlm.nih.gov/pubmed/28736931	Genetic Variants in HSD17B3, SMAD3, and IPO11 Impact Circulating Lipids in Response to Fenofibrate in Individuals With Type 2 Diabetes.	Total cholesterol change in response to fenofibrate in statin-treated type 2 diabetes	781 European ancestry individuals, 138 African American ancestry individuals, 345 unknown ancestry individuals		2q21.3	2	135975206	DARS	DARS			1615			rs145010525-?	rs145010525	0	145010525	intron_variant	0	NR	8E-7	6.096910013008056	(AA)	0.058	unit increase	Affymetrix, Illumina [8129838] (imputed)	N	response to simvastatin, type II diabetes mellitus, total cholesterol change measurement, response to fenofibrate	http://purl.obolibrary.org/obo/GO_1903491, http://www.ebi.ac.uk/efo/EFO_0001360, http://www.ebi.ac.uk/efo/EFO_0007806, http://purl.obolibrary.org/obo/GO_1901557	GCST004765	Genome-wide genotyping array
2017-09-21	28736931	Rotroff DM	2017-07-24	Clin Pharmacol Ther	www.ncbi.nlm.nih.gov/pubmed/28736931	Genetic Variants in HSD17B3, SMAD3, and IPO11 Impact Circulating Lipids in Response to Fenofibrate in Individuals With Type 2 Diabetes.	Total cholesterol change in response to fenofibrate in statin-treated type 2 diabetes	781 European ancestry individuals, 138 African American ancestry individuals, 345 unknown ancestry individuals		3p24.3	3	19055898	intergenic	LOC107986066			107986066			rs115990514-?	rs115990514	0	115990514	intergenic_variant	0	NR	5E-7	6.301029995663981	(AA)	0.065	unit increase	Affymetrix, Illumina [8129838] (imputed)	N	response to simvastatin, type II diabetes mellitus, total cholesterol change measurement, response to fenofibrate	http://purl.obolibrary.org/obo/GO_1903491, http://www.ebi.ac.uk/efo/EFO_0001360, http://www.ebi.ac.uk/efo/EFO_0007806, http://purl.obolibrary.org/obo/GO_1901557	GCST004765	Genome-wide genotyping array
2017-09-21	28736931	Rotroff DM	2017-07-24	Clin Pharmacol Ther	www.ncbi.nlm.nih.gov/pubmed/28736931	Genetic Variants in HSD17B3, SMAD3, and IPO11 Impact Circulating Lipids in Response to Fenofibrate in Individuals With Type 2 Diabetes.	Total cholesterol change in response to fenofibrate in statin-treated type 2 diabetes	781 European ancestry individuals, 138 African American ancestry individuals, 345 unknown ancestry individuals		3q26.31	3	174201323	NLGN1	NLGN1			22871			rs115092681-?	rs115092681	0	115092681	intron_variant	0	NR	1E-6	6.0	(AA)	0.061	unit increase	Affymetrix, Illumina [8129838] (imputed)	N	response to simvastatin, type II diabetes mellitus, total cholesterol change measurement, response to fenofibrate	http://purl.obolibrary.org/obo/GO_1903491, http://www.ebi.ac.uk/efo/EFO_0001360, http://www.ebi.ac.uk/efo/EFO_0007806, http://purl.obolibrary.org/obo/GO_1901557	GCST004765	Genome-wide genotyping array
2017-09-21	28736931	Rotroff DM	2017-07-24	Clin Pharmacol Ther	www.ncbi.nlm.nih.gov/pubmed/28736931	Genetic Variants in HSD17B3, SMAD3, and IPO11 Impact Circulating Lipids in Response to Fenofibrate in Individuals With Type 2 Diabetes.	Total cholesterol change in response to fenofibrate in statin-treated type 2 diabetes	781 European ancestry individuals, 138 African American ancestry individuals, 345 unknown ancestry individuals		3q26.33	3	179850308	PEX5L	PEX5L			51555			rs112284299-?	rs112284299	0	112284299	intron_variant	0	NR	1E-7	7.0	(AA)	0.065	unit increase	Affymetrix, Illumina [8129838] (imputed)	N	response to simvastatin, type II diabetes mellitus, total cholesterol change measurement, response to fenofibrate	http://purl.obolibrary.org/obo/GO_1903491, http://www.ebi.ac.uk/efo/EFO_0001360, http://www.ebi.ac.uk/efo/EFO_0007806, http://purl.obolibrary.org/obo/GO_1901557	GCST004765	Genome-wide genotyping array
2017-09-21	28736931	Rotroff DM	2017-07-24	Clin Pharmacol Ther	www.ncbi.nlm.nih.gov/pubmed/28736931	Genetic Variants in HSD17B3, SMAD3, and IPO11 Impact Circulating Lipids in Response to Fenofibrate in Individuals With Type 2 Diabetes.	Total cholesterol change in response to fenofibrate in statin-treated type 2 diabetes	781 European ancestry individuals, 138 African American ancestry individuals, 345 unknown ancestry individuals		4p15.1	4	34193882	LOC105374394	LOC105374394			105374394			rs10034465-?	rs10034465	0	10034465	intron_variant	0	NR	1E-7	7.0	(AA)	0.053	unit increase	Affymetrix, Illumina [8129838] (imputed)	N	response to simvastatin, type II diabetes mellitus, total cholesterol change measurement, response to fenofibrate	http://purl.obolibrary.org/obo/GO_1903491, http://www.ebi.ac.uk/efo/EFO_0001360, http://www.ebi.ac.uk/efo/EFO_0007806, http://purl.obolibrary.org/obo/GO_1901557	GCST004765	Genome-wide genotyping array
2017-09-21	28736931	Rotroff DM	2017-07-24	Clin Pharmacol Ther	www.ncbi.nlm.nih.gov/pubmed/28736931	Genetic Variants in HSD17B3, SMAD3, and IPO11 Impact Circulating Lipids in Response to Fenofibrate in Individuals With Type 2 Diabetes.	Total cholesterol change in response to fenofibrate in statin-treated type 2 diabetes	781 European ancestry individuals, 138 African American ancestry individuals, 345 unknown ancestry individuals		4q21.21	4	81419698	intergenic	RNU5A-2P - RASGEF1B	100873830	153020		85280	6695	rs6847878-?	rs6847878	0	6847878	intergenic_variant	1	NR	1E-6	6.0	(AA)	0.062	unit increase	Affymetrix, Illumina [8129838] (imputed)	N	response to simvastatin, type II diabetes mellitus, total cholesterol change measurement, response to fenofibrate	http://purl.obolibrary.org/obo/GO_1903491, http://www.ebi.ac.uk/efo/EFO_0001360, http://www.ebi.ac.uk/efo/EFO_0007806, http://purl.obolibrary.org/obo/GO_1901557	GCST004765	Genome-wide genotyping array
2017-09-21	28736931	Rotroff DM	2017-07-24	Clin Pharmacol Ther	www.ncbi.nlm.nih.gov/pubmed/28736931	Genetic Variants in HSD17B3, SMAD3, and IPO11 Impact Circulating Lipids in Response to Fenofibrate in Individuals With Type 2 Diabetes.	Total cholesterol change in response to fenofibrate in statin-treated type 2 diabetes	781 European ancestry individuals, 138 African American ancestry individuals, 345 unknown ancestry individuals		5p15.1	5	15524361	FBXL7	FBXL7			23194			rs80333777-?	rs80333777	0	80333777	intron_variant	0	NR	5E-7	6.301029995663981		0.02	unit increase	Affymetrix, Illumina [8129838] (imputed)	N	response to simvastatin, type II diabetes mellitus, total cholesterol change measurement, response to fenofibrate	http://purl.obolibrary.org/obo/GO_1903491, http://www.ebi.ac.uk/efo/EFO_0001360, http://www.ebi.ac.uk/efo/EFO_0007806, http://purl.obolibrary.org/obo/GO_1901557	GCST004765	Genome-wide genotyping array
2017-09-21	28736931	Rotroff DM	2017-07-24	Clin Pharmacol Ther	www.ncbi.nlm.nih.gov/pubmed/28736931	Genetic Variants in HSD17B3, SMAD3, and IPO11 Impact Circulating Lipids in Response to Fenofibrate in Individuals With Type 2 Diabetes.	Total cholesterol change in response to fenofibrate in statin-treated type 2 diabetes	781 European ancestry individuals, 138 African American ancestry individuals, 345 unknown ancestry individuals		5p14.1	5	28184372	intergenic	LOC105374696 - LOC100533667	105374696	100533667		392679	28997	rs75298135-?	rs75298135	0	75298135	intergenic_variant	1	NR	4E-7	6.3979400086720375	(AA)	0.065	unit increase	Affymetrix, Illumina [8129838] (imputed)	N	response to simvastatin, type II diabetes mellitus, total cholesterol change measurement, response to fenofibrate	http://purl.obolibrary.org/obo/GO_1903491, http://www.ebi.ac.uk/efo/EFO_0001360, http://www.ebi.ac.uk/efo/EFO_0007806, http://purl.obolibrary.org/obo/GO_1901557	GCST004765	Genome-wide genotyping array
2017-09-21	28736931	Rotroff DM	2017-07-24	Clin Pharmacol Ther	www.ncbi.nlm.nih.gov/pubmed/28736931	Genetic Variants in HSD17B3, SMAD3, and IPO11 Impact Circulating Lipids in Response to Fenofibrate in Individuals With Type 2 Diabetes.	Total cholesterol change in response to fenofibrate in statin-treated type 2 diabetes	781 European ancestry individuals, 138 African American ancestry individuals, 345 unknown ancestry individuals		5q21.1	5	99159794	intergenic	LOC107986436 - LOC100652833	107986436	100652833		99808	362423	rs113816795-?	rs113816795	0	113816795	intergenic_variant	1	NR	2E-7	6.698970004336019	(AA)	0.072	unit increase	Affymetrix, Illumina [8129838] (imputed)	N	response to simvastatin, type II diabetes mellitus, total cholesterol change measurement, response to fenofibrate	http://purl.obolibrary.org/obo/GO_1903491, http://www.ebi.ac.uk/efo/EFO_0001360, http://www.ebi.ac.uk/efo/EFO_0007806, http://purl.obolibrary.org/obo/GO_1901557	GCST004765	Genome-wide genotyping array
2017-09-21	28736931	Rotroff DM	2017-07-24	Clin Pharmacol Ther	www.ncbi.nlm.nih.gov/pubmed/28736931	Genetic Variants in HSD17B3, SMAD3, and IPO11 Impact Circulating Lipids in Response to Fenofibrate in Individuals With Type 2 Diabetes.	Total cholesterol change in response to fenofibrate in statin-treated type 2 diabetes	781 European ancestry individuals, 138 African American ancestry individuals, 345 unknown ancestry individuals		6p25.2	6	3904005	intergenic	LOC105374893 - LOC107986558	105374893	107986558		8142	3976	rs146807753-?	rs146807753	0	146807753	intergenic_variant	1	NR	7E-7	6.154901959985743	(AA)	0.06	unit increase	Affymetrix, Illumina [8129838] (imputed)	N	response to simvastatin, type II diabetes mellitus, total cholesterol change measurement, response to fenofibrate	http://purl.obolibrary.org/obo/GO_1903491, http://www.ebi.ac.uk/efo/EFO_0001360, http://www.ebi.ac.uk/efo/EFO_0007806, http://purl.obolibrary.org/obo/GO_1901557	GCST004765	Genome-wide genotyping array
2017-09-21	28736931	Rotroff DM	2017-07-24	Clin Pharmacol Ther	www.ncbi.nlm.nih.gov/pubmed/28736931	Genetic Variants in HSD17B3, SMAD3, and IPO11 Impact Circulating Lipids in Response to Fenofibrate in Individuals With Type 2 Diabetes.	Total cholesterol change in response to fenofibrate in statin-treated type 2 diabetes	781 European ancestry individuals, 138 African American ancestry individuals, 345 unknown ancestry individuals		6p22.2	6	25667803	SCGN	SCGN			10590			rs75639901-?	rs75639901	0	75639901	intron_variant	0	NR	5E-7	6.301029995663981	(AA)	0.039	unit increase	Affymetrix, Illumina [8129838] (imputed)	N	response to simvastatin, type II diabetes mellitus, total cholesterol change measurement, response to fenofibrate	http://purl.obolibrary.org/obo/GO_1903491, http://www.ebi.ac.uk/efo/EFO_0001360, http://www.ebi.ac.uk/efo/EFO_0007806, http://purl.obolibrary.org/obo/GO_1901557	GCST004765	Genome-wide genotyping array
2017-09-21	28736931	Rotroff DM	2017-07-24	Clin Pharmacol Ther	www.ncbi.nlm.nih.gov/pubmed/28736931	Genetic Variants in HSD17B3, SMAD3, and IPO11 Impact Circulating Lipids in Response to Fenofibrate in Individuals With Type 2 Diabetes.	Total cholesterol change in response to fenofibrate in statin-treated type 2 diabetes	781 European ancestry individuals, 138 African American ancestry individuals, 345 unknown ancestry individuals		6p21.1	6	46183649	intergenic	ENPP5 - ACTG1P9	59084	82		12604	21263	rs9472719-?	rs9472719	0	9472719	intergenic_variant	1	NR	9E-7	6.045757490560675		0.008	unit increase	Affymetrix, Illumina [8129838] (imputed)	N	response to simvastatin, type II diabetes mellitus, total cholesterol change measurement, response to fenofibrate	http://purl.obolibrary.org/obo/GO_1903491, http://www.ebi.ac.uk/efo/EFO_0001360, http://www.ebi.ac.uk/efo/EFO_0007806, http://purl.obolibrary.org/obo/GO_1901557	GCST004765	Genome-wide genotyping array
